query,index_size,threads,nprobe,batch_size,num_retrieved_docs,avg_query_time
20032,300m,72,256,32,5,2.938233925819397
20064,300m,72,256,32,5,2.938233925819397
20096,300m,72,256,32,5,2.938233925819397
20128,300m,72,256,32,5,2.938233925819397
20160,300m,72,256,32,5,2.938233925819397
20192,300m,72,256,32,5,2.938233925819397
20224,300m,72,256,32,5,2.938233925819397
20256,300m,72,256,32,5,2.938233925819397
20288,300m,72,256,32,5,2.938233925819397
20320,300m,72,256,32,5,2.938233925819397
20352,300m,72,256,32,5,2.938233925819397
20384,300m,72,256,32,5,2.938233925819397
20416,300m,72,256,32,5,2.938233925819397
20448,300m,72,256,32,5,2.938233925819397
20480,300m,72,256,32,5,2.938233925819397
20512,300m,72,256,32,5,2.938233925819397
20544,300m,72,256,32,5,2.938233925819397
20576,300m,72,256,32,5,2.938233925819397
20608,300m,72,256,32,5,2.938233925819397
20640,300m,72,256,32,5,2.938233925819397
20672,300m,72,256,32,5,2.938233925819397
20704,300m,72,256,32,5,2.938233925819397
20736,300m,72,256,32,5,2.938233925819397
20768,300m,72,256,32,5,2.938233925819397
20800,300m,72,256,32,5,2.938233925819397
20832,300m,72,256,32,5,2.938233925819397
20864,300m,72,256,32,5,2.938233925819397
20896,300m,72,256,32,5,2.938233925819397
20928,300m,72,256,32,5,2.938233925819397
20960,300m,72,256,32,5,2.938233925819397
20992,300m,72,256,32,5,2.938233925819397
21024,300m,72,256,32,5,2.938233925819397
21056,300m,72,256,32,5,2.938233925819397
21088,300m,72,256,32,5,2.938233925819397
21120,300m,72,256,32,5,2.938233925819397
21152,300m,72,256,32,5,2.938233925819397
21184,300m,72,256,32,5,2.938233925819397
21216,300m,72,256,32,5,2.938233925819397
21248,300m,72,256,32,5,2.938233925819397
21280,300m,72,256,32,5,2.938233925819397
21312,300m,72,256,32,5,2.938233925819397
21344,300m,72,256,32,5,2.938233925819397
21376,300m,72,256,32,5,2.938233925819397
21408,300m,72,256,32,5,2.938233925819397
21440,300m,72,256,32,5,2.938233925819397
21472,300m,72,256,32,5,2.938233925819397
21504,300m,72,256,32,5,2.938233925819397
21536,300m,72,256,32,5,2.938233925819397
21568,300m,72,256,32,5,2.938233925819397
21600,300m,72,256,32,5,2.938233925819397
21632,300m,72,256,32,5,2.938233925819397
21664,300m,72,256,32,5,2.938233925819397
21696,300m,72,256,32,5,2.938233925819397
21728,300m,72,256,32,5,2.938233925819397
21760,300m,72,256,32,5,2.938233925819397
21792,300m,72,256,32,5,2.938233925819397
21824,300m,72,256,32,5,2.938233925819397
21856,300m,72,256,32,5,2.938233925819397
21888,300m,72,256,32,5,2.938233925819397
21920,300m,72,256,32,5,2.938233925819397
21952,300m,72,256,32,5,2.938233925819397
21984,300m,72,256,32,5,2.938233925819397
22016,300m,72,256,32,5,2.938233925819397
22048,300m,72,256,32,5,2.938233925819397
22080,300m,72,256,32,5,2.938233925819397
22112,300m,72,256,32,5,2.938233925819397
22144,300m,72,256,32,5,2.938233925819397
22176,300m,72,256,32,5,2.938233925819397
22208,300m,72,256,32,5,2.938233925819397
22240,300m,72,256,32,5,2.938233925819397
22272,300m,72,256,32,5,2.938233925819397
22304,300m,72,256,32,5,2.938233925819397
22336,300m,72,256,32,5,2.938233925819397
22368,300m,72,256,32,5,2.938233925819397
22400,300m,72,256,32,5,2.938233925819397
22432,300m,72,256,32,5,2.938233925819397
22464,300m,72,256,32,5,2.938233925819397
22496,300m,72,256,32,5,2.938233925819397
22528,300m,72,256,32,5,2.938233925819397
22560,300m,72,256,32,5,2.938233925819397
22592,300m,72,256,32,5,2.938233925819397
22624,300m,72,256,32,5,2.938233925819397
22656,300m,72,256,32,5,2.938233925819397
22688,300m,72,256,32,5,2.938233925819397
22720,300m,72,256,32,5,2.938233925819397
22752,300m,72,256,32,5,2.938233925819397
22784,300m,72,256,32,5,2.938233925819397
22816,300m,72,256,32,5,2.938233925819397
22848,300m,72,256,32,5,2.938233925819397
22880,300m,72,256,32,5,2.938233925819397
22912,300m,72,256,32,5,2.938233925819397
22944,300m,72,256,32,5,2.938233925819397
22976,300m,72,256,32,5,2.938233925819397
23008,300m,72,256,32,5,2.938233925819397
23040,300m,72,256,32,5,2.938233925819397
23072,300m,72,256,32,5,2.938233925819397
23104,300m,72,256,32,5,2.938233925819397
23136,300m,72,256,32,5,2.938233925819397
23168,300m,72,256,32,5,2.938233925819397
23200,300m,72,256,32,5,2.938233925819397
23232,300m,72,256,32,5,2.938233925819397
23264,300m,72,256,32,5,2.938233925819397
23296,300m,72,256,32,5,2.938233925819397
23328,300m,72,256,32,5,2.938233925819397
23360,300m,72,256,32,5,2.938233925819397
23392,300m,72,256,32,5,2.938233925819397
23424,300m,72,256,32,5,2.938233925819397
23456,300m,72,256,32,5,2.938233925819397
23488,300m,72,256,32,5,2.938233925819397
23520,300m,72,256,32,5,2.938233925819397
23552,300m,72,256,32,5,2.938233925819397
23584,300m,72,256,32,5,2.938233925819397
23616,300m,72,256,32,5,2.938233925819397
23648,300m,72,256,32,5,2.938233925819397
23680,300m,72,256,32,5,2.938233925819397
23712,300m,72,256,32,5,2.938233925819397
23744,300m,72,256,32,5,2.938233925819397
23776,300m,72,256,32,5,2.938233925819397
23808,300m,72,256,32,5,2.938233925819397
23840,300m,72,256,32,5,2.938233925819397
23872,300m,72,256,32,5,2.938233925819397
23904,300m,72,256,32,5,2.938233925819397
23936,300m,72,256,32,5,2.938233925819397
23968,300m,72,256,32,5,2.938233925819397
24000,300m,72,256,32,5,2.938233925819397
24032,300m,72,256,32,5,2.938233925819397
24064,300m,72,256,32,5,2.938233925819397
24096,300m,72,256,32,5,2.938233925819397
24128,300m,72,256,32,5,2.938233925819397
24160,300m,72,256,32,5,2.938233925819397
24192,300m,72,256,32,5,2.938233925819397
24224,300m,72,256,32,5,2.938233925819397
24256,300m,72,256,32,5,2.938233925819397
24288,300m,72,256,32,5,2.938233925819397
24320,300m,72,256,32,5,2.938233925819397
24352,300m,72,256,32,5,2.938233925819397
24384,300m,72,256,32,5,2.938233925819397
24416,300m,72,256,32,5,2.938233925819397
24448,300m,72,256,32,5,2.938233925819397
24480,300m,72,256,32,5,2.938233925819397
24512,300m,72,256,32,5,2.938233925819397
24544,300m,72,256,32,5,2.938233925819397
24576,300m,72,256,32,5,2.938233925819397
24608,300m,72,256,32,5,2.938233925819397
24640,300m,72,256,32,5,2.938233925819397
24672,300m,72,256,32,5,2.938233925819397
24704,300m,72,256,32,5,2.938233925819397
24736,300m,72,256,32,5,2.938233925819397
24768,300m,72,256,32,5,2.938233925819397
24800,300m,72,256,32,5,2.938233925819397
24832,300m,72,256,32,5,2.938233925819397
24864,300m,72,256,32,5,2.938233925819397
24896,300m,72,256,32,5,2.938233925819397
24928,300m,72,256,32,5,2.938233925819397
24960,300m,72,256,32,5,2.938233925819397
24992,300m,72,256,32,5,2.938233925819397
25024,300m,72,256,32,5,2.938233925819397
25056,300m,72,256,32,5,2.938233925819397
25088,300m,72,256,32,5,2.938233925819397
25120,300m,72,256,32,5,2.938233925819397
25152,300m,72,256,32,5,2.938233925819397
25184,300m,72,256,32,5,2.938233925819397
25216,300m,72,256,32,5,2.938233925819397
25248,300m,72,256,32,5,2.938233925819397
25280,300m,72,256,32,5,2.938233925819397
25312,300m,72,256,32,5,2.938233925819397
25344,300m,72,256,32,5,2.938233925819397
25376,300m,72,256,32,5,2.938233925819397
25408,300m,72,256,32,5,2.938233925819397
25440,300m,72,256,32,5,2.938233925819397
25472,300m,72,256,32,5,2.938233925819397
25504,300m,72,256,32,5,2.938233925819397
25536,300m,72,256,32,5,2.938233925819397
25568,300m,72,256,32,5,2.938233925819397
25600,300m,72,256,32,5,2.938233925819397
25632,300m,72,256,32,5,2.938233925819397
25664,300m,72,256,32,5,2.938233925819397
25696,300m,72,256,32,5,2.938233925819397
25728,300m,72,256,32,5,2.938233925819397
25760,300m,72,256,32,5,2.938233925819397
25792,300m,72,256,32,5,2.938233925819397
25824,300m,72,256,32,5,2.938233925819397
25856,300m,72,256,32,5,2.938233925819397
25888,300m,72,256,32,5,2.938233925819397
25920,300m,72,256,32,5,2.938233925819397
25952,300m,72,256,32,5,2.938233925819397
25984,300m,72,256,32,5,2.938233925819397
26016,300m,72,256,32,5,2.938233925819397
26048,300m,72,256,32,5,2.938233925819397
26080,300m,72,256,32,5,2.938233925819397
26112,300m,72,256,32,5,2.938233925819397
26144,300m,72,256,32,5,2.938233925819397
26176,300m,72,256,32,5,2.938233925819397
26208,300m,72,256,32,5,2.938233925819397
26240,300m,72,256,32,5,2.938233925819397
26272,300m,72,256,32,5,2.938233925819397
26304,300m,72,256,32,5,2.938233925819397
26336,300m,72,256,32,5,2.938233925819397
26368,300m,72,256,32,5,2.938233925819397
26400,300m,72,256,32,5,2.938233925819397
26432,300m,72,256,32,5,2.938233925819397
26464,300m,72,256,32,5,2.938233925819397
26496,300m,72,256,32,5,2.938233925819397
26528,300m,72,256,32,5,2.938233925819397
26560,300m,72,256,32,5,2.938233925819397
26592,300m,72,256,32,5,2.938233925819397
26624,300m,72,256,32,5,2.938233925819397
26656,300m,72,256,32,5,2.938233925819397
26688,300m,72,256,32,5,2.938233925819397
26720,300m,72,256,32,5,2.938233925819397
26752,300m,72,256,32,5,2.938233925819397
26784,300m,72,256,32,5,2.938233925819397
26816,300m,72,256,32,5,2.938233925819397
26848,300m,72,256,32,5,2.938233925819397
26880,300m,72,256,32,5,2.938233925819397
26912,300m,72,256,32,5,2.938233925819397
26944,300m,72,256,32,5,2.938233925819397
26976,300m,72,256,32,5,2.938233925819397
27008,300m,72,256,32,5,2.938233925819397
27040,300m,72,256,32,5,2.938233925819397
27072,300m,72,256,32,5,2.938233925819397
27104,300m,72,256,32,5,2.938233925819397
27136,300m,72,256,32,5,2.938233925819397
27168,300m,72,256,32,5,2.938233925819397
27200,300m,72,256,32,5,2.938233925819397
27232,300m,72,256,32,5,2.938233925819397
27264,300m,72,256,32,5,2.938233925819397
27296,300m,72,256,32,5,2.938233925819397
27328,300m,72,256,32,5,2.938233925819397
27360,300m,72,256,32,5,2.938233925819397
27392,300m,72,256,32,5,2.938233925819397
27424,300m,72,256,32,5,2.938233925819397
27456,300m,72,256,32,5,2.938233925819397
27488,300m,72,256,32,5,2.938233925819397
27520,300m,72,256,32,5,2.938233925819397
27552,300m,72,256,32,5,2.938233925819397
27584,300m,72,256,32,5,2.938233925819397
27616,300m,72,256,32,5,2.938233925819397
27648,300m,72,256,32,5,2.938233925819397
27680,300m,72,256,32,5,2.938233925819397
27712,300m,72,256,32,5,2.938233925819397
27744,300m,72,256,32,5,2.938233925819397
27776,300m,72,256,32,5,2.938233925819397
27808,300m,72,256,32,5,2.938233925819397
27840,300m,72,256,32,5,2.938233925819397
27872,300m,72,256,32,5,2.938233925819397
27904,300m,72,256,32,5,2.938233925819397
27936,300m,72,256,32,5,2.938233925819397
27968,300m,72,256,32,5,2.938233925819397
28000,300m,72,256,32,5,2.938233925819397
28032,300m,72,256,32,5,2.938233925819397
28064,300m,72,256,32,5,2.938233925819397
28096,300m,72,256,32,5,2.938233925819397
28128,300m,72,256,32,5,2.938233925819397
28160,300m,72,256,32,5,2.938233925819397
28192,300m,72,256,32,5,2.938233925819397
28224,300m,72,256,32,5,2.938233925819397
28256,300m,72,256,32,5,2.938233925819397
28288,300m,72,256,32,5,2.938233925819397
28320,300m,72,256,32,5,2.938233925819397
28352,300m,72,256,32,5,2.938233925819397
28384,300m,72,256,32,5,2.938233925819397
28416,300m,72,256,32,5,2.938233925819397
28448,300m,72,256,32,5,2.938233925819397
28480,300m,72,256,32,5,2.938233925819397
28512,300m,72,256,32,5,2.938233925819397
28544,300m,72,256,32,5,2.938233925819397
28576,300m,72,256,32,5,2.938233925819397
28608,300m,72,256,32,5,2.938233925819397
28640,300m,72,256,32,5,2.938233925819397
28672,300m,72,256,32,5,2.938233925819397
28704,300m,72,256,32,5,2.938233925819397
28736,300m,72,256,32,5,2.938233925819397
28768,300m,72,256,32,5,2.938233925819397
28800,300m,72,256,32,5,2.938233925819397
28832,300m,72,256,32,5,2.938233925819397
28864,300m,72,256,32,5,2.938233925819397
28896,300m,72,256,32,5,2.938233925819397
28928,300m,72,256,32,5,2.938233925819397
28960,300m,72,256,32,5,2.938233925819397
28992,300m,72,256,32,5,2.938233925819397
29024,300m,72,256,32,5,2.938233925819397
29056,300m,72,256,32,5,2.938233925819397
29088,300m,72,256,32,5,2.938233925819397
29120,300m,72,256,32,5,2.938233925819397
29152,300m,72,256,32,5,2.938233925819397
29184,300m,72,256,32,5,2.938233925819397
29216,300m,72,256,32,5,2.938233925819397
29248,300m,72,256,32,5,2.938233925819397
29280,300m,72,256,32,5,2.938233925819397
29312,300m,72,256,32,5,2.938233925819397
29344,300m,72,256,32,5,2.938233925819397
29376,300m,72,256,32,5,2.938233925819397
29408,300m,72,256,32,5,2.938233925819397
29440,300m,72,256,32,5,2.938233925819397
29472,300m,72,256,32,5,2.938233925819397
29504,300m,72,256,32,5,2.938233925819397
29536,300m,72,256,32,5,2.938233925819397
29568,300m,72,256,32,5,2.938233925819397
29600,300m,72,256,32,5,2.938233925819397
29632,300m,72,256,32,5,2.938233925819397
29664,300m,72,256,32,5,2.938233925819397
29696,300m,72,256,32,5,2.938233925819397
29728,300m,72,256,32,5,2.938233925819397
29760,300m,72,256,32,5,2.938233925819397
29792,300m,72,256,32,5,2.938233925819397
29824,300m,72,256,32,5,2.938233925819397
29856,300m,72,256,32,5,2.938233925819397
29888,300m,72,256,32,5,2.938233925819397
29920,300m,72,256,32,5,2.938233925819397
29952,300m,72,256,32,5,2.938233925819397
29984,300m,72,256,32,5,2.938233925819397
30016,300m,72,256,32,5,2.938233925819397
30048,300m,72,256,32,5,2.938233925819397
30080,300m,72,256,32,5,2.938233925819397
30112,300m,72,256,32,5,2.938233925819397
30144,300m,72,256,32,5,2.938233925819397
30176,300m,72,256,32,5,2.938233925819397
30208,300m,72,256,32,5,2.938233925819397
30240,300m,72,256,32,5,2.938233925819397
30272,300m,72,256,32,5,2.938233925819397
30304,300m,72,256,32,5,2.938233925819397
30336,300m,72,256,32,5,2.938233925819397
30368,300m,72,256,32,5,2.938233925819397
30400,300m,72,256,32,5,2.938233925819397
30432,300m,72,256,32,5,2.938233925819397
30464,300m,72,256,32,5,2.938233925819397
30496,300m,72,256,32,5,2.938233925819397
30528,300m,72,256,32,5,2.938233925819397
30560,300m,72,256,32,5,2.938233925819397
30592,300m,72,256,32,5,2.938233925819397
30624,300m,72,256,32,5,2.938233925819397
30656,300m,72,256,32,5,2.938233925819397
30688,300m,72,256,32,5,2.938233925819397
30720,300m,72,256,32,5,2.938233925819397
30752,300m,72,256,32,5,2.938233925819397
30784,300m,72,256,32,5,2.938233925819397
30816,300m,72,256,32,5,2.938233925819397
30848,300m,72,256,32,5,2.938233925819397
30880,300m,72,256,32,5,2.938233925819397
30912,300m,72,256,32,5,2.938233925819397
30944,300m,72,256,32,5,2.938233925819397
30976,300m,72,256,32,5,2.938233925819397
31008,300m,72,256,32,5,2.938233925819397
31040,300m,72,256,32,5,2.938233925819397
31072,300m,72,256,32,5,2.938233925819397
31104,300m,72,256,32,5,2.938233925819397
31136,300m,72,256,32,5,2.938233925819397
31168,300m,72,256,32,5,2.938233925819397
31200,300m,72,256,32,5,2.938233925819397
31232,300m,72,256,32,5,2.938233925819397
31264,300m,72,256,32,5,2.938233925819397
31296,300m,72,256,32,5,2.938233925819397
31328,300m,72,256,32,5,2.938233925819397
31360,300m,72,256,32,5,2.938233925819397
31392,300m,72,256,32,5,2.938233925819397
31424,300m,72,256,32,5,2.938233925819397
31456,300m,72,256,32,5,2.938233925819397
31488,300m,72,256,32,5,2.938233925819397
31520,300m,72,256,32,5,2.938233925819397
31552,300m,72,256,32,5,2.938233925819397
31584,300m,72,256,32,5,2.938233925819397
31616,300m,72,256,32,5,2.938233925819397
31648,300m,72,256,32,5,2.938233925819397
31680,300m,72,256,32,5,2.938233925819397
31712,300m,72,256,32,5,2.938233925819397
31744,300m,72,256,32,5,2.938233925819397
31776,300m,72,256,32,5,2.938233925819397
31808,300m,72,256,32,5,2.938233925819397
31840,300m,72,256,32,5,2.938233925819397
31872,300m,72,256,32,5,2.938233925819397
31904,300m,72,256,32,5,2.938233925819397
31936,300m,72,256,32,5,2.938233925819397
31968,300m,72,256,32,5,2.938233925819397
